clade	region	gain
pantoea10kb	Pantoea_ananatis_BAV3127/JASHLO010000001.1.region002.gbk	3
pantoea10kb	Pantoea_ananatis_BD442/JMJL01000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_BRT98/AYST01000002.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_CSUP3/CM194831.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_Cit30-11/JXUI01000022.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_DAR_76143_DAR76143/BATH01000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_DAR_76143_DAR76143/BATH01000055.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_DZ-12/RQJN01000001.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_F-C2/SMZS01000005.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_FU-01/AP019753.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_GCA_987119705.1/OZ496979.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_GD04167/JAODYK010000017.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_IPG26/JAQNAK010000007.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_J-2/JBNFPX010000006.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_J15-6/JBSPZW010000004.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_JBR-LB3-16/CP090356.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_JEL0891/JBYHZL010000009.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_JEL0892/JBYHZK010000001.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_LMG_20103/CP001875.2.region001.gbk	3
pantoea10kb	Pantoea_ananatis_LMG_2665/JFZU01000015.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_LMG_2665_2/JMJJ01000006.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_LMG_5342/HE617160.1.region001.gbk	6
pantoea10kb	Pantoea_ananatis_LMG_5342/HE617160.1.region002.gbk	15
pantoea10kb	Pantoea_ananatis_LPP-1/CP166503.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_M232A/LYOP01000033.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_MMB-1/JAABOW010000002.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_MMB-1/JAABOW010000009.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_NFIX48/FUXY01000003.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_NFR11/FPJM01000001.1.region001.gbk	5
pantoea10kb	Pantoea_ananatis_NFR11/FPJM01000004.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_OC5a/CP059084.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_P1A3/JBMUJK010000004.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PA13/CP003085.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PA13/CP003085.1.region002.gbk	1
pantoea10kb	Pantoea_ananatis_PANS_01-2/NMZU01000003.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PANS_02-01/QRDI01000007.1.region001.gbk	6
pantoea10kb	Pantoea_ananatis_PANS_02-01/QRDI01000020.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_04-2/NMZV01000004.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PANS_04-2/NMZV01000006.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PANS_1_2/JABDYR010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_1_5/JABDYS010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_1_6/JABDYT010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_200_2/JABDZC010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_200_2/JABDZC010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_1/JABDYW010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_1/JABDYW010000008.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_5/JABDYX010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_5/JABDYX010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_6/JABDYY010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_7/JABDYZ010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_7/JABDYZ010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_8/JABDZA010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_2_8/JABDZA010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_4_2/JABDZD010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_4_2/JABDZD010000007.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99-3/NMZR01000002.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PANS_99_11/JABDZE010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_11/JABDZE010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_25/JABDZH010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_29/JABDZK010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_31/JABDZL010000010.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_31/JABDZL010000075.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_32/JABDZM010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_33/JABDZN010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PANS_99_4/JABDZP010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_02_12/JABDZS010000006.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_03_1/JABDZT010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_05_1/JABDZV010000007.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_06_4/JABDZW010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07-1/QICU01000004.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_PNA_07-10/QTTO01000005.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PNA_07_1/JABDZX010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07_10/JABDZY010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07_13/JABDZZ010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07_14/JABEAA010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07_5/JABEAC010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_07_7/JABEAD010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_08_1/JABEAE010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_13_1/JABEAG010000006.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_15-1/NMZZ01000004.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PNA_15_1/JABEAI010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_1/JABEAK010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_2/JABEAN010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_3S/JABEAO010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_5/JABEAP010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_5S/JABEAQ010000011.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_7S/JABEAS010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_18_9S/JABEAU010000054.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_200-7/QGGN01000004.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_PNA_200_10/JABEAV010000002.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_200_11/JABEAW010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_200_12/JABEAX010000006.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_200_7/JABEAZ010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_92_7/JABEBB010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_97-1R/CP020943.2.region001.gbk	1
pantoea10kb	Pantoea_ananatis_PNA_97_11/JABEBC010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_97_3/JABEBD010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_98-11/QGTO01000003.1.region001.gbk	6
pantoea10kb	Pantoea_ananatis_PNA_98_2/JABEBH010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_98_7/JABEBJ010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_98_8/JABEBK010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_1/JABEBL010000005.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_14/JABEBM010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_2/JABEBN010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_3/JABEBO010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_6/JABEBP010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_7/JABEBQ010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_8/JABEBR010000003.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PNA_99_9/JABEBS010000011.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_PP094-PanT1S3/JBYHZF010000005.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PP099-PanT13S3/JBYHZE010000001.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PP099-PanT13S3/JBYHZE010000001.1.region002.gbk	2
pantoea10kb	Pantoea_ananatis_PP105/JBYHZO010000002.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_PP105/JBYHZO010000002.1.region002.gbk	2
pantoea10kb	Pantoea_ananatis_PaMB1/JQZZ01000144.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_R100/CP014207.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_RP1/CM188849.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_S7/CVNG01000056.1.region001.gbk	1
pantoea10kb	Pantoea_ananatis_SK-1/CM168046.1.region001.gbk	4
pantoea10kb	Pantoea_ananatis_TE32200/JBSSGC010000003.1.region001.gbk	3
pantoea10kb	Pantoea_ananatis_USHLN198/JBBCYJ010000002.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_USHLN198/JBBCYJ010000004.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_USHLN34/JBBCZL010000001.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_USHLN34/JBBCZL010000002.1.region001.gbk	0
pantoea10kb	Pantoea_ananatis_VY148/CP086009.1.region001.gbk	2
pantoea10kb	Pantoea_ananatis_VY148/CP086009.1.region002.gbk	2
pantoea10kb	Pantoea_ananatis_YJ76/CP022427.1.region001.gbk	0
pantoea10kb	Winslowiella_iniecta_B120/JRXE01000010.1.region001.gbk	15
pantoea10kb	Winslowiella_iniecta_B149/JRXF01000012.1.region001.gbk	15
griseus	Streptomyces_griseus_NPDC020758/JBIRTF010000013.1.region001.gbk	0
griseus	Streptomyces_griseus_NPDC027195/JBVHRL010000024.1.region001.gbk	0
griseus	Streptomyces_griseus_NPDC042341/JBVJED010000027.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._griseus_NRRL_B-2621/JNZT01000001.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._griseus_NRRL_B-2621_2/JOEN01000003.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._griseus_NRRL_F-2227/JOIT01000020.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._griseus_NRRL_F-5144/JOGA01000023.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._griseus_NRRL_WC-3645/JOJE01000025.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._rhodochrous_NRRL_B-1691/JODO01000014.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._rhodochrous_NRRL_B-2929/LGUZ01000022.1.region001.gbk	4
griseus	Streptomyces_griseus_subsp._rhodochrous_NRRL_B-2930/JOFD01000017.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._rhodochrous_NRRL_B-2931/JOFE01000025.1.region001.gbk	0
griseus	Streptomyces_griseus_subsp._rhodochrous_NRRL_B-2932/JOFF01000019.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_078320-1/CP131537.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_1284/CP131536.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_14-106904-1/CP129606.2.region001.gbk	0
bfragilis	Bacteroides_fragilis_638R-erm-GA1tetQ-6/CP131535.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_638R/FQ312004.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_86-5443-2-2/CP098482.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_86-5443-2-2/CP098482.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_AM115-21/OZ542939.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_AM115-33/OZ542719.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_ATCC_43858/CP142686.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_ATCC_43858/CP142686.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000066/CM174533.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000080/CM173588.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000080/CM173588.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000083/CM173587.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000083/CM173587.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000091/CM173586.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000091/CM173586.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000097/CM173585.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000097/CM173585.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000100/CM173582.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000100/CM173582.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000103/CM173581.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000103/CM173581.1.region002.gbk	2
bfragilis	Bacteroides_fragilis_BA00000107/CM174530.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000107/CM174530.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000415/CM173578.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000419/CM174528.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000453/CM173572.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000453/CM173572.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000460/CM173570.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000461/CM174527.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000462/CM173569.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000462/CM173569.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000469/CM174525.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000469/CM174525.1.region002.gbk	3
bfragilis	Bacteroides_fragilis_BA00000471/CM173568.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000472/CM173567.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000472/CM173567.1.region002.gbk	1
bfragilis	Bacteroides_fragilis_BA00000473/CM173565.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000473/CM173565.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000473/CM173565.1.region003.gbk	0
bfragilis	Bacteroides_fragilis_BA00000474/CM173566.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000475/CM173564.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000771/CM173563.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000771/CM173563.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000773/CM173562.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000784/CM173560.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000784/CM173560.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000786/CM173558.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000786/CM173558.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00000787/CM173557.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000789/CM173555.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00000791/CM174524.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000793/CM174523.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BA00000793/CM174523.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00001138/CM174521.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00001140/CM173549.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00001140/CM173549.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00001143/CM173548.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BA00001145/CM173547.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BA00001145/CM173547.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BA00001145/CM173547.1.region003.gbk	1
bfragilis	Bacteroides_fragilis_BE1/LN877293.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BE1/LN877293.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-1/CP081922.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BFG-1/CP081922.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-1/CP081922.1.region003.gbk	0
bfragilis	Bacteroides_fragilis_BFG-13/CP103090.1.region001.gbk	1
bfragilis	Bacteroides_fragilis_BFG-14/CP103097.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-16/CP103087.1.region001.gbk	4
bfragilis	Bacteroides_fragilis_BFG-16/CP103087.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-16/CP103087.1.region003.gbk	1
bfragilis	Bacteroides_fragilis_BFG-17/CP103085.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-18/CP103092.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-403/CP103139.1.region001.gbk	1
bfragilis	Bacteroides_fragilis_BFG-403/CP103139.1.region002.gbk	3
