file	record_id	record_index	region	region_name	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	KCB_top_hit	KCB_top_acc	KCB_top_sim	record_desc
Bacteroides_fragilis_BA00001140	CM173549	1	1	1.1	3320704	3344999	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00001140 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00001140	CM173549	1	2	1.2	4123657	4147217	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00001140 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_P207	CP114371	1	1	1.1	1935709	1963494	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain P207 chromosome, complete genome
Bacteroides_fragilis_P207	CP114371	1	2	1.2	2859391	2882951	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain P207 chromosome, complete genome
Bacteroides_fragilis_BA00001138	CM174521	1	1	1.1	3389216	3416971	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	36	Bacteroides fragilis strain BA00001138 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00001143	CM173548	1	1	1.1	5159161	5183447	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00001143 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-502	CP103218	1	1	1.1	2556961	2593594	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-502 chromosome, complete genome
Bacteroides_fragilis_BFG-502	CP103218	1	2	1.2	3874170	3897730	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-502 chromosome, complete genome
Bacteroides_fragilis_DH4096B	CP083688	1	1	1.1	4014579	4052758	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain DH4096B chromosome
Bacteroides_fragilis_DH4096B	CP083688	1	2	1.2	4055024	4093753	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain DH4096B chromosome
Bacteroides_fragilis_86-5443-2-2	CP098482	1	1	1.1	2161321	2184881	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain 86-5443-2-2 chromosome, complete genome
Bacteroides_fragilis_86-5443-2-2	CP098482	1	2	1.2	4870929	4898714	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain 86-5443-2-2 chromosome, complete genome
Bacteroides_fragilis_638R-erm-GA1tetQ-6	CP131535	1	1	1.1	2429902	2457687	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain 638R-erm-GA1tetQ-6 chromosome, complete genome
Bacteroides_fragilis_BFG-9	CP103193	1	1	1.1	3002742	3027028	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BFG-9 chromosome, complete genome
Bacteroides_fragilis_S36L11	CP131534	1	1	1.1	663096	686656	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain S36L11 chromosome, complete genome
Bacteroides_fragilis_S36L11	CP131534	1	2	1.2	4904272	4940905	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain S36L11 chromosome, complete genome
Bacteroides_fragilis_BA00000786	CM173558	1	1	1.1	1118550	1160477	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000786 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000786	CM173558	1	2	1.2	4131304	4155590	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000786 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000080	CM173588	1	1	1.1	3181653	3205948	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00000080 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000080	CM173588	1	2	1.2	3994192	4017752	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000080 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_ZY0302	CP139162	1	1	1.1	2972329	2996615	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain ZY0302 chromosome, complete genome
Bacteroides_fragilis_RSZYD15081389_A	OZ544559	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081389_A genome assembly, chromosome: 1
Bacteroides_fragilis_BA00000784	CM173560	1	1	1.1	63049	104975	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000784 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000784	CM173560	1	2	1.2	3333933	3358228	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BA00000784 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-539	CP103203	1	1	1.1	3758400	3787496	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-539 chromosome, complete genome
Bacteroides_fragilis_BFG-403	CP103139	1	1	1.1	86349	110644	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BFG-403 chromosome, complete genome
Bacteroides_fragilis_BFG-403	CP103139	1	2	1.2	2668196	2706394	False	phosphonate	polysaccharide A	BGC0001410.3	medium	polysaccharide A	BGC0001410.3	60	Bacteroides fragilis strain BFG-403 chromosome, complete genome
Bacteroides_fragilis_BFG-403	CP103139	1	3	1.3	4159371	4182931	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-403 chromosome, complete genome
Bacteroides_fragilis_BA00000471	CM173568	1	1	1.1	3780112	3804398	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000471 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-509	CP103076	1	1	1.1	2651022	2676102	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BFG-509 chromosome, complete genome
Bacteroides_fragilis_BFG-509	CP103076	1	2	1.2	4122271	4145831	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-509 chromosome, complete genome
Bacteroides_fragilis_BFG-509	CP103076	1	3	1.3	4931733	4956028	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BFG-509 chromosome, complete genome
Bacteroides_fragilis_BFG-526	CP103259	1	1	1.1	67715	101579	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	30	Bacteroides fragilis strain BFG-526 chromosome, complete genome
Bacteroides_fragilis_BFG-526	CP103259	1	2	1.2	2574126	2599792	False	phosphonate	polysaccharide A	BGC0001410.3	medium	polysaccharide A	BGC0001410.3	60	Bacteroides fragilis strain BFG-526 chromosome, complete genome
Bacteroides_fragilis_BFG-526	CP103259	1	3	1.3	4190771	4214330	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-526 chromosome, complete genome
Bacteroides_fragilis_AM115-33	OZ542719	1	1	1.1	3231285	3255550	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain AM115-33 genome assembly, chromosome: 1
Bacteroides_fragilis_BA00000475	CM173564	1	1	1.1	3051249	3075535	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000475 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000771	CM173563	1	1	1.1	3312359	3336654	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00000771 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000771	CM173563	1	2	1.2	4247024	4270584	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000771 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_CCUG_4856	CP036555	1	1	1.1	3140076	3164362	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain CCUG 4856 chromosome, complete genome
Bacteroides_fragilis_BA00000097	CM173585	1	1	1.1	1536057	1560343	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000097 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000097	CM173585	1	2	1.2	2452582	2476142	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000097 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15081401_A	OZ544633	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081401_A genome assembly, chromosome: 1
Bacteroides_fragilis_Tbg-318	CP193408	1	1	1.1	2941147	2968932	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain Tbg-318 chromosome, complete genome
Bacteroides_fragilis_SLAM_BAF01	CP196750	1	1	1.1	66753	100616	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	30	Bacteroides fragilis strain SLAM_BAF01 chromosome, complete genome
Bacteroides_fragilis_SLAM_BAF01	CP196750	1	2	1.2	3147487	3175242	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	36	Bacteroides fragilis strain SLAM_BAF01 chromosome, complete genome
Bacteroides_fragilis_BFG-435	CP103082	1	1	1.1	64853	98714	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	30	Bacteroides fragilis strain BFG-435 chromosome, complete genome
Bacteroides_fragilis_BA00000469	CM174525	1	1	1.1	2750232	2777966	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	36	Bacteroides fragilis strain BA00000469 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000469	CM174525	1	2	1.2	4831434	4886452	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000469 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15090274_A	OZ544555	1	1	1.1	4112649	4136209	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15090274_A genome assembly, chromosome: 1
Bacteroides_fragilis_CNGBoF3MHA02011B	OZ543648	1	1	1.1	2545210	2581843	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain CNGBoF3MHA02011B genome assembly, chromosome: 1
Bacteroides_fragilis_CNGBoF3MHA02011B	OZ543648	1	2	1.2	3019264	3047049	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain CNGBoF3MHA02011B genome assembly, chromosome: 1
Bacteroides_fragilis_ATCC_43858	CP142686	1	1	1.1	3384179	3411964	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain ATCC 43858 chromosome, complete genome
Bacteroides_fragilis_ATCC_43858	CP142686	1	2	1.2	4297466	4321026	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain ATCC 43858 chromosome, complete genome
Bacteroides_fragilis_BA00000773	CM173562	1	1	1.1	3395085	3418645	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000773 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-95	CP103083	1	1	1.1	3016152	3043937	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain BFG-95 chromosome, complete genome
Bacteroides_fragilis_14-106904-1	CP129606	1	1	1.1	5186602	5210161	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain 14-106904-1 chromosome, complete genome
Bacteroides_fragilis_RSZYD15090305_A	OZ544669	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15090305_A genome assembly, chromosome: 1
Bacteroides_fragilis_NCTC_9343	CR626927	1	1	1.1	2203867	2228153	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis NCTC 9343, complete genome
Bacteroides_fragilis_BA00000415	CM173578	1	1	1.1	3473497	3497057	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000415 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15090307_A	OZ544666	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15090307_A genome assembly, chromosome: 1
Bacteroides_fragilis_BA00000474	CM173566	1	1	1.1	3054969	3079255	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000474 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-14	CP103097	1	1	1.1	2959954	2987739	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain BFG-14 chromosome, complete genome
Bacteroides_fragilis_BA00000461	CM174527	1	1	1.1	952600	980385	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain BA00000461 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15081405_A-bold	OZ544613	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081405_A-bold genome assembly, chromosome: 1
Bacteroides_fragilis_078320-1	CP131537	1	1	1.1	3216863	3240423	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain 078320-1 chromosome, complete genome
Bacteroides_fragilis_RSZYD15081407_A	OZ544563	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081407_A genome assembly, chromosome: 1
Bacteroides_fragilis_RSZYD15090325_A	OZ544516	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15090325_A genome assembly, chromosome: 1
Bacteroides_fragilis_S14	CP012706	1	1	1.1	1381347	1405642	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain S14 chromosome, complete genome
Bacteroides_fragilis_BA00000789	CM173555	1	1	1.1	1422479	1446765	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000789 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_1284	CP131536	1	1	1.1	2218989	2243254	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain 1284 chromosome, complete genome
Bacteroides_fragilis_BA00000419	CM174528	1	1	1.1	1625456	1667383	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000419 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-448	CP103091	1	1	1.1	4249880	4273440	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-448 chromosome
Bacteroides_fragilis_BFG-604	CP103225	1	1	1.1	3005530	3029816	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BFG-604 chromosome, complete genome
Bacteroides_fragilis_RSZYD15081392_A	OZ544519	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081392_A genome assembly, chromosome: 1
Bacteroides_fragilis_BA00000793	CM174523	1	1	1.1	696096	738023	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000793 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000793	CM174523	1	2	1.2	2871953	2896248	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00000793 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15081382_A	OZ544528	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081382_A genome assembly, chromosome: 1
Bacteroides_fragilis_RSZYD15090303_A	OZ544663	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15090303_A genome assembly, chromosome: 1
Bacteroides_fragilis_BFG-642	CP103199	1	1	1.1	2736250	2772885	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-642 chromosome, complete genome
Bacteroides_fragilis_BFG-642	CP103199	1	2	1.2	4127782	4151342	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BFG-642 chromosome, complete genome
Bacteroides_fragilis_BFG-13	CP103090	1	1	1.1	4100858	4129953	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-13 chromosome, complete genome
Bacteroides_fragilis_BFG-634	CP103096	1	1	1.1	1808264	1849606	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BFG-634 chromosome
Bacteroides_fragilis_BA00000083	CM173587	1	1	1.1	3290762	3315057	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00000083 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000083	CM173587	1	2	1.2	4176988	4200548	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000083 chromosome, complete sequence, whole genome shotgun sequence
